folder_name,root_name,child_name,years,months,days,speaker,text,CHI_response,adult_coherence_score,child_coherence_score
Hall/BlackPro,bom,Bobby,4.0,9.0,,TEA,you're going to. and who is that big giant?,that's my.,0.8,0.4
Brown/Adam,020603,Adam,2.0,6.0,3.0,MOT,you wanna ride that? Adam. will you say excuse me please?,no. wanna ride that. wanna sit down. Mommy. wanna ride that. Mommy wanna ride that. Mommy.,0.8,0.8
NewEngland/20,30,Eleanora,1.0,7.0,20.0,MOT,and look at that. did you see how he jumps? he's jumping rope. did you see that? isn't that something?,more more.,0.9,0.8
HSLLD/HV1/BR,rasbr1,,5.0,0.0,8.0,MOT,the very hungry caterpillar. do you wanna read?,I don't know how.,0.9,0.8
Morisset/Seattle,740m30,Brian,2.0,6.0,,MOT,here. don't spill your juice. it's right there in front of you. boy. you thirsty?,mhm! mm! mm!,0.8,0.6
HSLLD/HV1/TP,bratp1,,3.0,7.0,20.0,INV,what kinds of toys are there?,I don't know.,0.9,0.8
Soderstrom/Joe,010029,Joseph,1.0,0.0,29.0,MOT,are you gonna push those buttons? can you push those buttons? let me see. let me see you do it. show mommy how you do it. who's that? is that a lady?,ehgookehek.,0.7,0.2
Kuczaj,030524,Abe,3.0,5.0,24.0,FAT,I don't know. who did?,you did. I saw you did. you know Big_John fired the king's palace?,0.6,0.4
Kuczaj,020919,Abe,2.0,9.0,19.0,FAT,can I dance with you?,no ‡ I dance myself.,0.9,0.8
Hall/WhiteWork,sat,Samantha,4.0,6.0,,FAD,do you know what he said Samantha?,Dinah won't you blow. what?,0.8,0.3
Hall/BlackWork,rog,Roland,4.0,9.0,,EXP,"it's good. right? you know what, you probably. spoiled your appetite a little bit didn't you?",I'm a good job. a b c d.,0.7,0.2
Brown/Sarah,030416,Sarah,3.0,4.0,16.0,MOT,I know ya got boots. boot. boots. do you want rollerskates?,yep.,0.8,0.9
Bohannon/Bax,judy,Baxter,3.0,0.0,,JUD,where is the. where is the cookie monster? where is the cookie monster? do you know where the cookie monster is? look. what is this?,apple. ball. I wanna get apple. knife.,0.8,0.4
Demetras2/Jimmy/mother,020224,Jimmy,2.0,2.0,24.0,MOT,what's Grampa making?,pie.,0.9,0.9
Gleason/Dinner,frank,Frank,5.0,2.0,7.0,FAT,and we're we're penalized for that too?,is Kerra?,0.4,0.4
Suppes,021006,Nina,2.0,10.0,6.0,MOT,what are you doing? are you a monkey or a little girl?,a little girl.,0.8,0.9
HSLLD/HV2/ER,roser2,,4.0,9.0,7.0,MOT,oh. so_that was a fun time huh?,mhm!,0.8,0.6
Weist/Ben,030321,Benjamin,3.0,3.0,21.0,MOT,you made a plate? what was on the plate?,"ah, a picture. of. you're not. you and me.",0.8,0.6
Gelman/2004-Gender,30,,4.0,8.0,11.0,MOT,he's not any of those guys. he's got blonde hair. who can take out the trash? who does that look like? does that look like somebody in your house that can take out the trash? who's it look like? it's a boy right? do girls take out trash?,no.,0.7,0.4
MacWhinney,070318d,Ross,7.0,3.0,18.0,FAT,right ‡ not George who's the master „ okay?,well Dad.,0.6,0.8
Gelman/2016-Robodog,18,,5.0,6.0,,MOT,flip you over. hm does that hurt?,no she's not saying wah.,0.7,0.2
Suppes,020921,Nina,2.0,9.0,21.0,MOT,is that another cowboy? I think that's just a plain man. he's got a funny hat on though. doesn't he?,what did I color him? color of these on him?,0.9,0.6
Clark,020302,Shem,2.0,3.0,2.0,INV,I don't know. is he at work?,no. is in the garage?,0.8,0.8
HSLLD/HV2/TP,jestp2,,4.0,4.0,29.0,MOT,you know what that is?,dinosaur.,0.9,0.9
NewmanRatner/24,7444IJ,7444IJ24,2.0,0.0,,MOT,yeah very good. you can fix it very well. what is it that you're fixing? it's a door?,no.,0.9,0.7
Hall/WhitePro,gas,Gabriel,4.0,9.0,,MOT,because I sat on the end. do you know what happens when you sit on the end of this chair?,what?,0.8,0.4
HSLLD/HV3/TP,joetp3,,5.0,11.0,17.0,MOT,what would this triangle thing be? what kind of a snack would be a triangle?,cake.,0.8,0.7
HSLLD/HV2/ER,kever2,,4.0,9.0,21.0,MOT,would you have liked to play more games?,yes.,0.9,0.9
Gelman/2016-Robodog,34,,3.0,6.0,,MOT,okay? we won't open the door again okay?,okay.,0.9,0.9
Post/Lew,020122,Lew,2.0,1.0,22.0,MOT,yellow got all of them? you got them all in there?,whoa.,0.8,0.3
Nippold,KS,KS,13.0,0.0,,INV,"now tell me about the goals of chess. in other words, what are the players trying to do?",well the major goal is to make it so the king is being attacked by a piece and it has nowhere it can move. and it has nowhere no pieces that can go in front of that piece that is attacking it and no pieces that can take those pieces that is attacking it.,0.9,0.9
Gleason/Father,theresa,Theresa,4.0,2.0,20.0,FAT,"you don't wanna do this? let's finish it up, okay?",okay.,0.8,0.7
Bohannon/Bax,lindy,Baxter,3.0,0.0,,LIN,"which one? here's one, here's one. I think there's one in the garage. is that it?",that's it!,0.8,0.9
Snow,020518b,Nathaniel,2.0,5.0,18.0,MOT,Daddy makes such good pancakes doesn't he?,that's peanut butter.,0.8,0.4
MacWhinney,030803a,Ross,3.0,8.0,3.0,FAT,and what's the name of the place?,you land on the speeder. and on.,0.7,0.2
Gleason/Father,richard,Richard,2.0,9.0,20.0,FAT,"well, why don't you take em out and put em in?",no.,0.8,0.4
NewEngland/20,19,Andrew,1.0,7.0,19.0,MOT,what do you do with it?,box.,0.8,0.4
NewmanRatner/24,7419EB,7419EB24,2.0,0.0,,MOT,yes? what's over there? do you wanna get up and show me? do you wanna make her some food to eat? yes? what are those?,yyy. cupcake.,0.4,0.2
Brown/Sarah,020613,Sarah,2.0,6.0,13.0,GRA,Santa_Claus. yeah. what's he got in his bag? toys?,toys. a doggie. doggie.,0.9,0.8
Soderstrom/Joe,010029,Joseph,1.0,0.0,29.0,MOT,"well, it doesn't come off, pumpkin. it hasta stay on the string. oh what a sad face. what a sad face. what a stubborn boy you are, huh. huh. you're very determined, but it's just not gonna come off. you wanna play with something else? I know you can cry about it, but I can't help you. oh. oh?",oouh.,0.8,0.2
NewmanRatner/18,6314AK,6314AK18,1.0,6.0,,MOT,a pretty doggy. is she pretty?,no.,0.9,0.7
Valian,13a,,2.0,4.0,2.0,MOT,"you know, you've had that little book since you were a baby. a tiny baby. you useta love to play with it. what are these, Child?","no, no, no.",0.8,0.1
Brown/Sarah,030117,Sarah,3.0,1.0,17.0,GLO,how many feet does he have Sarah?,two.,0.9,0.9
Hall/BlackWork,kig,Keisha,4.0,9.0,,FCH,every day Lynette is the mother? she just wait?,everyday Lynette is the mother! nobody can. I wanna be the mother. and I. please Keisha can I be the mother? give me the wig nasty? that's why she's a fresh attitude that's why why people. that's why the teacher don't? right every day. right every day she. when she's come. right Lynette. everyday Lynette has to be the mother in a doll area?,0.7,0.8
HSLLD/HV3/TP,devtp3,,5.0,4.0,14.0,MOT,what do you wanna play Chi?,animals.,0.9,0.9
Gelman/2014-IndDiff,23C-P2,,4.0,6.0,30.0,MOT,mm I see. you have a little bit of strawberry or French toast on your cheek. okay. do you want to does that remind you of anything else? no?,turn the page.,0.8,0.2
Weist/Matt,020428,Matt,2.0,4.0,28.0,MOT,where does that one go?,right there. this go that way.,0.9,0.8
VanKleeck,justin2,Justin,3.0,10.0,,ADU,"yeah, did you stir it?",no. give me a knife.,0.9,0.4
Hall/WhiteWork,sat,Samantha,4.0,6.0,,MOT,you rotten kid. what are you crazy?,I won't blow loud on you?,0.7,0.6
Garvey,halpat,Hal,4.0,5.0,,PAT,are you going to buy that?,I might buy a gun to put around me for next for my birthday. might get and might put and I might buy a gun.,0.9,0.8
Bloom/Peter,020713,Peter,2.0,7.0,13.0,PAT,who's driving the fire engine?,the man.,0.9,0.9
NewEngland/14,60,Sarah,1.0,2.0,9.0,MOT,yes. what's in here? where's the ball? where's the ball? oh peekaboo! oh. you like the ball. alright. what's in here. what's in here? peekaboo towel! open the box. peekaboo towel! you put it in? that's right. put it in. can you put it away?,what's this.,0.8,0.4
Demetras2/Jimmy/father,020224,Jimmy,2.0,2.0,24.0,FAT,how about Twinkle Twinkle Little Star?,no wink. you sing at that mirror.,0.9,0.2
HSLLD/HV2/MT,vicmt2,,4.0,9.0,27.0,MOT,Chi that's enough salt. what're you doing?,Mommy.,0.9,0.1
Gelman/2014-IndDiff,72C-P1,,4.0,9.0,16.0,MOT,how do you know that?,I see the doctor.,0.9,0.6
Suppes,030106,Nina,3.0,1.0,6.0,MOT,let me put him. can I put him?,no. because it's mine.,0.8,0.8
NewmanRatner/24,5196AVI,5196AVI24,2.0,0.0,,MOT,okay. what is this? what is this you wanna cut?,it's not working.,0.9,0.4
Gleason/Dinner,victor,Victor,2.0,4.0,15.0,MOT,who made who put the lettuce in it?,Ma very hot.,0.9,0.1
Demetras2/Jimmy/father,020224,Jimmy,2.0,2.0,24.0,FAT,what kind of cake is that gonna be?,open it. that's mine in it. peek a boo peek a boo peek a boo. peek a boo.,0.9,0.2
Garvey,glojoy,Glo,5.0,1.0,,JOY,why don't we wrap it around the car?,no.,0.8,0.4
Sachs,011106,Naomi,1.0,11.0,6.0,MOT,do you know what these are?,what's this?,0.9,0.6
Suppes,020122,Nina,2.0,1.0,22.0,MOT,are you unwrapping the Santa_Claus cookie again?,no.,0.9,0.4
PetersonMcCabe,42,Mary,6.0,11.0,,INV,that's right. what else happened?,that's all.,0.9,0.6
Demetras2/Jimmy/mother,020215,Jimmy,2.0,2.0,15.0,MOT,who closed up the rainbow room?,Mr Cindy.,0.9,0.6
NewmanRatner/24,5066WT,5066WT24,2.0,0.0,,MOT,yes. do you see trees? does the goose land in trees too? the swan and goose can. that's right. splash and. splash. look at this. oh finally they're the right size. they're flying! oh look Mister_Ostrich and Miss_Emu. hello hello. how are you?,a mommy.,0.8,0.2
Bloom/Peter,020303,Peter,2.0,3.0,3.0,MOT,Peter. aren't you gonna help Lois?,hm?,0.9,0.1
Higginson/April,april05,April,2.0,10.0,,MOT,by Big_Bird. does he throw it in a basket?,uhhuh.,0.9,0.8
Gelman/2014-IndDiff,17C-R1,,4.0,7.0,31.0,INV,what more can you tell me?,it has a car and wheels just like our car.,0.9,0.8
Gopnik/prompted,p01531,Student,4.0,0.0,,INT,suppose there was a little baby in the room and you wanted to tell them a story. about what had happened here. what would you say?,I.,0.9,0.1
Brown/Sarah,020319,Sarah,2.0,3.0,19.0,MOT,you like candy? what's this here?,ice_cream.,0.8,0.6
Brown/Adam,020318,Adam,2.0,3.0,18.0,MOT,what are you talking about?,give me. excuse me. excuse me. excuse me. who that?,0.8,0.2
Tardif,e24,Andrew,1.0,8.0,15.0,MOT,what do you use a comb for?,comb.,0.9,0.8
Gelman/2004-Gender,56,,6.0,3.0,14.0,MOT,"maybe, okay. oh, this one says. who can do aerobics?",what does that mean?,0.7,0.8
Bloom/Peter,010925,Peter,1.0,9.0,25.0,PAT,are you putting that train together again today?,mm.,0.9,0.4
HSLLD/HV2/TP,fratp2,,4.0,2.0,17.0,MOT,oh wow what's that? hm what's that Chi?,a strange building.,0.8,0.8
MacWhinney,030426a,Ross,3.0,4.0,26.0,FAT,when are we going to be back in Pittsburgh. when do we go back to Pittsburgh?,we go back when we get Titus back.,0.9,0.8
Brown/Eve,020000b,Eve,2.0,0.0,0.0,MOT,oh. ‡ a house building? say it again. what are you making?,a house building. I going make a house building.,0.8,0.9
Warren,louise,Louise,5.0,3.0,,MOT,"oh he did? oh yeh. I remember now. it said the name of all the songs in the bulletin. I remember that. so you knew what was coming up next, didn't you?",huh.,0.7,0.1
Gelman/2014-IndDiff,12C-P1,,4.0,8.0,26.0,MOT,that's not a donut. what is that?,uh.,0.9,0.1
Weist/Matt,031106,Matt,3.0,11.0,6.0,RYA,oh. on the heating pad?,we have two heating pads.,0.8,0.7
MacWhinney,030105b,Ross,3.0,1.0,5.0,FAT,and if you turn the light off what will happen?,he won't put Marky in the garbage can.,0.8,0.2
Post/She,011120,She,1.0,11.0,20.0,SIB,ding dong. Mama what you gonna do?,get down.,0.7,0.4
Kuczaj,030315,Abe,3.0,3.0,15.0,MOT,my bluebird on my shoulder what shape does this look like?,a bunny.,0.8,0.2
Brown/Adam,030529,Adam,3.0,5.0,29.0,MOT,that's pretty. isn't it?,and be a Chinese. who's. what is that?,0.8,0.1
Nippold,JJ,JJ,12.0,4.0,,INV,how many people can play a game of chess at one time?,two people. but there is this type of chess called nightmare chess where like five people can play.,0.9,0.9
Gelman/2014-IndDiff,58C-P1,,4.0,7.0,24.0,MOT,"what color is she wearing? you wanna play football? I didn't really know girls played football. do they? hm. then she decided after she as done playing football that she wanted to go on an airplane ride, with the pilot. she was gonna be the co-pilot and sit over here and he was sitting here. and he said “But you don't know how to fly an airplane”. “you can't come on the airplane and fly the airplane”! “what will all the people say”? but then, guess what happened next? an elephant, all over the top of the airplane. and everybody was scared and they looked up. and they heard pound pound pound. so what the people did, is they op- they opened up the door to the airplane and they took the oranges and they threw out oranges up on the top of the airplane. they threw them out. and they got on the elephant. then a clown came along and said “I'm gonna fly this airplane”. and it was so loud he had to put his fingers in his ears. do you think that's true? hm?",there's no fun looking at this.,0.1,0.8
HSLLD/HV7/MT,diamt7,Diane,9.0,3.0,1.0,MOT,you've got an oven in school or a microwave?,an oven.,0.8,0.8
Gelman/2004-Gender,31,,4.0,5.0,12.0,MOT,do you know who makes papa's pants?,"who? me. no, you.",0.8,0.4
Gelman/2014-IndDiff,33C-R2,,4.0,11.0,26.0,INV,I'm not sure. what do you think?,orange.,0.4,0.2
HSLLD/HV2/BR,rasbr2,,4.0,9.0,7.0,MOT,big fat caterpillar. what's that?,Mommy. cocoon.,0.6,0.4
Brown/Sarah,021130,Sarah,2.0,11.0,30.0,MOT,have a good time at the party?,yep. one.,0.8,0.6
NewmanRatner/24,5777FC,5777FC24,2.0,0.0,,MOT,ow! I know why is it hot? what can you do here?,cook.,0.6,0.8
Post/Lew,011020,Lew,1.0,10.0,20.0,MOT,that's a tummy. here's your tongue. there's your tongue. where's your mouth? where's his mouth?,ouch.,0.8,0.2
Warren,jmarkey,Jmarkey,5.0,3.0,,MOT,okay. what do you want ta do now? want ta do the puzzle again?,I wanna look at this.,0.8,0.8
HSLLD/HV3/MT,joymt3,,5.0,8.0,10.0,MOT,no I just gave you the roll. it would have hadta have been lunch. what'd you have for lunch?,and beans I ate that. I ate everything. carrots.,0.8,0.8
Clark,021025a,Shem,2.0,10.0,25.0,MOT,just gonna read Curious George then we'll have dinner. okay?,and den we'll read the other ones.,0.8,0.8
Clark,020302,Shem,2.0,3.0,2.0,INV,you wanna sit in a chair and play with the playdough? what?,where?,0.8,0.4
HSLLD/HV1/TP,devtp1,,3.0,8.0,4.0,MOT,hello. yes. what are you doing?,what are you doing?,0.8,0.4
Gelman/2014-IndDiff,63C-P2,,4.0,6.0,18.0,MOT,honey? can you turn around a little bit?,uh huh.,0.8,0.6
Brown/Adam,020403,Adam,2.0,4.0,3.0,MOT,here comes an airplane? what does an airplane say?,airplane. oh. come airplane.,0.8,0.4
Gelman/2016-Robodog,50,,5.0,6.0,,MOT,it's a picture of a clown? how did I know? is that what you told me you would draw?,mom what else starts with the letter C?,0.9,0.2
Valian,04b,,1.0,9.0,25.0,MOT,"that's all, all done. all done. okay?",mommy.,0.8,0.4
Brown/Adam,021030,Adam,2.0,10.0,30.0,URS,what's funny about what. Adam?,taxitop. you have some.,0.8,0.1
Higginson/April,april05,April,2.0,10.0,,MOT,oh. okay. do we have any bananas?,yes we do.,0.9,0.9
Brown/Eve,011000a,Eve,1.0,10.0,0.0,MOT,mhm. what's she doing?,sitting in chair.,0.8,0.8
Gopnik/questionnaire,q00211,Student,5.0,0.0,,INT,you like presents. did you get presents?,"from Santa Claus, do you wanna know what I got? my skipping rope.",0.8,0.9
Bates/Snack28,ed_snack,Ed,2.0,4.0,,MOT,that'd be good. huh? that can be part of your lunch. you burped! get out_of here. little crackers. they won't come out. you want this kind of cracker?,that kind cracker.,0.7,0.8
Lego-protect/Lego,023-1,,,,,MOT,no no no what color is Tiny?,b.,0.8,0.6
Gelman/2014-IndDiff,43C-R1,,4.0,10.0,2.0,INV,anything else? what is this?,a orange.,0.8,0.9
Gelman/2016-Robodog,43,,3.0,6.0,,MOT,think that's what it is?,right there.,0.7,0.6
Morisset/Seattle,740m30,Brian,2.0,6.0,,MOT,mhm. hunm. Brian. are you done?,hunhunh.,0.8,0.2
Gelman/2004-Gender,04,,2.0,8.0,24.0,MOT,okay. who can feed the baby?,daddy.,0.9,0.9
Demetras2/Michael/mother,020130,Michael,2.0,1.0,30.0,MOT,oh dear El. let's try to make your airplane a little more secure. like that?,yes. like that.,0.9,0.9
HSLLD/HV3/BR,jeabr3,,5.0,9.0,14.0,MOT,African elephants have a dip in their backs. see how this one has a hump?,yes one.,0.9,0.8
HSLLD/HV2/BR,jesbr2,,4.0,4.0,29.0,MOT,what's next Baby Bear. can I go to the moon asked Baby Bear what's he doing?,go to the moon.,0.8,0.8
VanHouten/Threes/freeplay,johnsonf,Kevin,3.0,5.0,11.0,INV,what's the mommy gonna say if she rides like that? what will Mommy say huh? Kevin what will Mommy say?,merry-go-round!,0.7,0.2
Gleason/Father,andy,Andy,4.0,0.0,18.0,FAT,"okay. I'll be the man who runs the store, okay? good morning. good morning. come in. what would you like today?",I would like some of this.,0.9,0.8
Lego-protect/Lego,035-1,,,,,MOT,can it go on your finger Theo?,b. c. c. c. c. c.,0.9,0.1
Gleason/Mother,nanette,Nanette,2.0,1.0,4.0,MOT,who's Sandy Mandy? is Sandy Mandy a boy or a girl?,a boy.,0.8,0.4
Suppes,020913,Nina,2.0,9.0,13.0,MOT,what are you doing in that picture?,playing in the sand.,0.9,0.9
Suppes,021028,Nina,2.0,10.0,28.0,MOT,do you have a little box that we can keep the pieces in?,yup.,0.9,0.9
Gelman/2014-IndDiff,06C-R2,,5.0,0.0,14.0,INV,mhm. what more can you tell me?,um bread you like could put butter on it and make it to be toast.,0.7,0.6
HSLLD/HV1/TP,brttp1,,3.0,8.0,1.0,MOT,www. is it almost done?,almost!,0.8,0.9
Morisset/UCLA,348m36,,3.0,3.0,,MOT,what is this right here?,soap. comb. brush. cup. that's where you take your toothpaste off.,0.9,0.9
Gelman/2014-IndDiff,11C-P2,,4.0,5.0,29.0,MOT,how do they move around? they use their feet but what else do they use to move around?,wings.,0.9,0.8
Bloom/Peter,011117,Peter,1.0,11.0,17.0,LOI,this way. nope. you're doing it the wrong way. want some help?,hm.,0.8,0.2
Tardif,e21,Matthew,1.0,7.0,15.0,MOT,hey. okay. push the button. alright. put your hand on mine. let go. what is that?,ah.,0.7,0.1
Bohannon/Bax,russ,Baxter,3.0,0.0,,RUS,yeah! and what's that?,dog!,0.9,0.9
Suppes,030105,Nina,3.0,1.0,5.0,MOT,here's the airplane. who's gonna go in the airplane?,I am.,0.9,0.9
Demetras1,020029,Trevor,2.0,0.0,29.0,FAT,what's your birthday?,that's my birthday right here.,0.9,0.8
Demetras2/Jimmy/father,020922,Jimmy,2.0,9.0,22.0,FAT,is there one in the fire truck?,let me see. yes let me see. oh.,0.9,0.8
Lego-protect/Lego,028-1,,,,,MOT,why do you hate this so much?,c.,0.8,0.1
Bloom/Peter,020100,Peter,2.0,1.0,,PAT,shall I put him on the seesaw?,ride.,0.9,0.8
Hall/WhitePro,zoe,Zoe,4.0,9.0,,TEA,okay how are you doing on your name? okay? that's the first name. what_about your second name?,"oh, oh.",0.8,0.2
Suppes,030212,Nina,3.0,2.0,12.0,MOT,yeah. the elephant fell down. what's the boy doing here?,why did the elephant. fell down. Mommy?,0.9,0.8
HSLLD/HV2/MT,inamt2,,4.0,6.0,4.0,MOT,well what are we gonna do with all those toys upstairs?,give them all to Kris.,0.9,0.8
Suppes,020328,Nina,2.0,3.0,28.0,MOT,that's a birthday cake. did Nina have a birthday cake at her birthday?,I eat it.,0.9,0.4
HSLLD/HV5/LW,admlw5,,7.0,6.0,12.0,MOT,b e c. a. u. s. e. it's good! but you know what?,I gotta finish the whole lines.,0.8,0.8
VanHouten/Twos/teaching,lundt,Adam,2.0,4.0,,MOT,no. Gail wants them in this box. okay?,alright.,0.9,0.8
HSLLD/HV3/BR,nedbr3,,6.0,1.0,8.0,MOT,now what does the caterpillar look like?,he nibbled a hole.,0.9,0.8
Weist/Matt,040301,Matt,4.0,3.0,1.0,MOT,you know what they call it when you buy a person?,what?,0.8,0.9
Weist/Emily,020902,Emily,2.0,9.0,2.0,CAR,it is? why are you whispering?,because it's snowing.,0.8,0.4
Sachs,010616,Naomi,1.0,6.0,16.0,FAT,she said blanket. blanket. Nomi?,blanket.,0.9,0.9
Kuczaj,030218,Abe,3.0,2.0,18.0,FAT,what are you going to do with your ax after we make it?,chop down a dead pear tree.,0.9,0.9
Bloom/Peter,020213,Peter,2.0,2.0,13.0,MOT,want me to open that?,right. please open that. can't do it.,0.9,0.9
Hall/WhiteWork,sat,Samantha,4.0,6.0,,MOT,what do you want? go check. the. how_about a yoohoo? you made me buy them why don't you drink them?,a yoohoo whoo yoohoo?,0.8,0.6
Brown/Sarah,020825b,Sarah,2.0,8.0,25.0,MOT,what do you wanna see?,want see.,0.9,0.6
Brown/Adam,030814,Adam,3.0,8.0,14.0,URS,hello said the bird. hello said the bunny. would you like to keep the birdie?,yep.,0.9,0.8
Soderstrom/Joe,000801,Joseph,0.0,8.0,1.0,MOT,"yeah, he really wants to play with it, don't you?",uhuh!,0.4,0.7
HSLLD/HV2/ER,braer2,,5.0,4.0,8.0,MOT,yep and who went in the who went in the fun house with you?,Brighton.,0.7,0.9
Brown/Adam,021113,Adam,2.0,11.0,13.0,MOT,did you tell Ursula about. the mailbox that Captain_Kangaroo made this morning?,two of them.,0.8,0.2
Higginson/April,april02,April,2.0,1.0,,ROY,thank_you. I hafta read this as_well?,yeh.,0.3,0.4
Gelman/2004-Gender,39,,4.0,11.0,24.0,MOT,who can play football?,he can.,0.9,0.8
Rollins,te12,Christopher,1.0,0.0,,MOT,look. can you put the red ring back on. can you take them all off. one more. close. that's a good boy. can you try it again? try it again. are you getting mad? be nice. do you want me to do it?,what's that?,0.8,0.1
Hall/WhitePro,jub,Julia,4.0,9.0,,TEA,"let's move it down. Julie, do me a favor? could you put the crayons in a box? and then move the box over so we can move the cardboard down a little bit?","okay! I have, to pick up all the, I mean Gaby doesn't help.",0.9,0.8
Gelman/2014-IndDiff,01C-P1,,4.0,10.0,25.0,MOT,that's kind of a silly thing to do. looks like she just picked them. isn't it?,no no that's how her um her lips got wet because she fell into the tomatoes.,0.7,0.8
Post/Tow,020503,Tow,2.0,5.0,3.0,MOT,and the little ones. are they being good?,uhhuh.,0.8,0.7
Hall/BlackPro,trh,Tracy,4.0,9.0,,MOT,what's the name off the record?,free to be you and me.,0.9,0.9
Brown/Adam,030304,Adam,3.0,3.0,4.0,MOT,what do you need this for?,to take it out. and put a screwdriver. I better put a. lock in. I can put a lock in. I can put a lock in. Mommy.,0.8,0.6
Suppes,030224,Nina,3.0,2.0,24.0,MOT,now what are you gonna do with her?,gonna give her some jello. and here's her. some jello.,0.8,0.8
NewmanRatner/11,6626SW,6626SW11,0.0,11.0,,MOT,oh that's a good kiss. we haven't seen a seal before have we? I don't think this was here last time. do you see the seal's whiskers? like Bacchus? just like a cat. the seal has whiskers? do you wanna play with that? another doggie. see this doggie?,yyy!,0.8,0.2
Suppes,020115,Nina,2.0,1.0,15.0,MOT,do you have a pretty playpen?,man in that.,0.8,0.3
Weist/Roman,020915,Roman,2.0,9.0,15.0,FAT,who has one like that?,I.,0.8,0.8
Gelman/2014-IndDiff,60C-R2,,4.0,8.0,20.0,INV,"mm, Zorg doesn't know much about this one. can you help him out?","well they like to fly, and they and they know how to.",0.8,0.8
Brown/Adam,030025,Adam,3.0,0.0,25.0,MOT,mark. how do you mark something?,do you want me mock you?,0.8,0.2
Gelman/2014-IndDiff,03C-P1,,4.0,11.0,28.0,MOT,yellow and black oh. do you like owls? what is the sound they make?,whoo whoo whoo whoo.,0.9,0.9
Suppes,011129,Nina,1.0,11.0,29.0,MOT,you put both the man and the lady in the box. didn't you?,chicken in my. in my box. chicken in my box.,0.8,0.3
Hall/WhitePro,maa,Matthew,4.0,9.0,,FAD,do you want me to come with you?,no.,0.9,0.9
Suppes,030104,Nina,3.0,1.0,4.0,MOT,did other people brush their hair with this mirror?,yup.,0.8,0.7
Gelman/2004-Gender,15,,2.0,11.0,24.0,MOT,is that red? is that the same as that?,no that's not red.,0.9,0.8
Gopnik/free,f06011,Student,2.0,0.0,,INT,do you wanna look at another one?,no.,0.9,0.9
Weist/Roman,040720,Roman,4.0,7.0,20.0,CAR,a tick. hm. and what happened?,my finger. I just had some medicine. and then I have some milk or some water to wash it down.,0.7,0.8
Clark,021025b,Shem,2.0,10.0,25.0,MOT,mm. fold it all up. huh?,I'm putting rubberbands on it. so I keep it warm inside and quiet. warm inside and quiet and there and there.,0.6,0.7
Gelman/2004-Gender,35,,4.0,3.0,16.0,MOT,"yeah, it's a bottle. what's what do you think is in the bottle?",milk.,0.9,0.9
Brown/Eve,020300b,Eve,2.0,3.0,0.0,GLO,are you going somewhere?,that's Becky on the truck. see.,0.8,0.4
Suppes,030016,Nina,3.0,0.0,16.0,MOT,shall we. let's fold up these old curtains. what can we do with this old curtain?,hang those puppet up. hang those puppets up.,0.8,0.8
Morisset/Topeka,285m30t,Christopher,2.0,6.0,,MOT,okay. Mommy's noisy. isn't she?,like a beer?,0.8,0.1
Peters,010626,Seth,1.0,6.0,26.0,FAT,and the. branches on there?,no-no? un leaf.,0.7,0.6
Gopnik/questionnaire,q01311,Student,3.0,0.0,,INT,mhm. why were the prince and princess mad at the dragon? why were they mad?,because. the dragon knocked it over.,0.9,0.8
Hall/WhitePro,gas,Gabriel,4.0,9.0,,MOT,do you want half? what? what are you doing?,I'm singing.,0.6,0.7
Kuczaj,021003,Abe,2.0,10.0,3.0,MOT,okay ‡ I'll see what I can do. what would you like?,I want a birthday present for a birthday gift.,0.8,0.6
Brown/Sarah,030716,Sarah,3.0,7.0,16.0,MOT,hey. you're not going to take the clothes off?,no. I just pushing the button.,0.9,0.8
Kuczaj,020829,Abe,2.0,8.0,29.0,FAT,is that good ice cream?,uhhuh.,0.9,0.7
Clark,020302,Shem,2.0,3.0,2.0,INV,what do you see in there. in the window?,a taperecorder.,0.8,0.9
Suppes,030216,Nina,3.0,2.0,16.0,MOT,and who's here at school in the yard?,children.,0.8,0.8
HSLLD/HV3/MT,joemt3,,5.0,11.0,17.0,SIS,too far to make a phone call. would it cost a lot?,potatoes good for you.,0.7,0.1
HSLLD/HV1/TP,anntp1,,4.0,2.0,15.0,MOT,it's hard to build on the rug with blocks to make them stay. making a garage over there?,no.,0.8,0.6
Weist/Matt,030407,Matt,3.0,4.0,7.0,MOT,there is one thing I remember that would happen when you would be with Erin. do you wanna tell Ryan what happened to one of your. sandals?,I lost one.,0.8,0.9
Valian,10b,,2.0,5.0,7.0,MOT,please? may I please?,"oh, wait a minute.",0.4,0.4
Weist/Matt,020805,Matt,2.0,8.0,5.0,MOT,tell me. where should I put it?,put it next_to the carrot.,0.8,0.8
Suppes,020525,Nina,2.0,5.0,25.0,MOT,what is the owl sitting on? that's an egg. isn't it?,uhhuh.,0.9,0.7
Sachs,011010b,Naomi,1.0,10.0,10.0,MOT,yeah. Daddy has knees. where's the baby's elbow?,elbow.,0.8,0.6
Braunwald/0diary,030420,Laura,3.0,4.0,20.0,MOT,"yeah, but where would I sleep?",I could sleep in the middle.,0.8,0.8
Weist/Matt,030323,Matt,3.0,3.0,23.0,MOT,hm good. how about. how about this guy?,O.,0.6,0.2
Post/She,020401,She,2.0,4.0,1.0,MOT,uhhuh tricked ya didn't it? what's that? what's that right there?,umbrella.,0.8,0.9
